,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
664,Modern Standard Arabic,"انا عرضت على السيدة ثلاث سنوات, وهي رفضتهم",LOW,MEDIUM,LOW,LOW
665,Modern Standard Arabic,لأنه كذب عليَّ - كلهم يكذبون عليكِ -,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
666,Modern Standard Arabic,فقط لأنّهم يبتسمون هذا لا يعني أنّهم لا يرغبون بقتل بعضهم البعض,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
667,Modern Standard Arabic,ـ سنذهب إلى السجن الأن ـ حسناً,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
668,Modern Standard Arabic,"الطلقة الأولى, ثم تتحرك",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
669,Modern Standard Arabic,.. لنستطيع أن نتذكر هذه اللحظات الحلوة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
670,Modern Standard Arabic,يجب أن ننزل من هذا القطار,NEGLIGIBLE,MEDIUM,MEDIUM,HIGH
671,Modern Standard Arabic,أنت فقط لا أحب ذلك لأنني فكرت في ذلك.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
672,Modern Standard Arabic,سوف تحصل الصابون في عينيك.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
673,Modern Standard Arabic,لقد اعتنيت بأخواتك و أمك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
674,Modern Standard Arabic,ماذا عن رجل مثليّ لم يفصح لعائلته؟,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
675,Modern Standard Arabic,-كيف نخرجها؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
676,Modern Standard Arabic,... لكن إذا كانت أختي سآخذ بعض الوقت شخصيا ، إلى أن أفكر بشكل صحيح مرة ثانية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
677,Modern Standard Arabic,اعطي الرجل ماله الملعون,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
678,Modern Standard Arabic,ذلك القطار سيدفع الغاز في كل مكان,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
679,Modern Standard Arabic,"لربما تقبّل العروس الآن, الفتاة المسكينة.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
680,Modern Standard Arabic,أنا طردته من البيت.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
681,Modern Standard Arabic,يجب أن تقبل أقدامي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
682,Modern Standard Arabic,لقد كرهَ حقًّا عدم قدرته على اللّعب مع الأطفال الأكبر منه,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
683,Modern Standard Arabic,( قبل أن تقتلني ( تشارلي فقط أجب على شيء واحد - نعم -,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
684,Modern Standard Arabic,سيكون هذا ضد قانون جنوب إفريقيا. ونحن موسوسون للغاية.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
685,Modern Standard Arabic,"-هنري), أنت سارق بنك) .",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
686,Modern Standard Arabic,أشعر بالأسى على أي طفل له أب مثله,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
687,Modern Standard Arabic,- أجل،تسقط على الأرض,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
688,Modern Standard Arabic,دعيه هو يأتي ويعزف البيانو,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
689,Modern Standard Arabic,يمكننا ان نخرج من هنا الأن,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
690,Modern Standard Arabic,أقول بأن المنزل سيتدمر,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
691,Modern Standard Arabic,مَنْ هو، نحن سَنَعتقلُه قريباً.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
692,Modern Standard Arabic,(سيدة سكافو)، حان وقت الذهاب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
693,Modern Standard Arabic,أنا بحاجة للدماء أيتها السافلة الشريرة!,LOW,LOW,HIGH,MEDIUM
694,Modern Standard Arabic,-لماذا لا تتركني وحسب؟ -بحقّك يا صاح .,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
695,Modern Standard Arabic,انا اتحدث عن الفتى المعجزة هنالك,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
696,Modern Standard Arabic,سوف اعطيك قبلة الوداع الليلة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
697,Modern Standard Arabic,يمكن أن أظل أتحدث لقد استيقظت متأخرة قمت بالترتيبات لك كي تستطيعي رؤية جدك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
698,Modern Standard Arabic,سنموت في معركة وسط الملايين,NEGLIGIBLE,LOW,MEDIUM,HIGH
699,Modern Standard Arabic,قال أنه دخل المبنى.. و اختطف فتاة صغيرة.,MEDIUM,NEGLIGIBLE,MEDIUM,MEDIUM
700,Modern Standard Arabic,حضرة القائد دعنا نقاتل وأنا أعدكَ بأننا سنثبت لكَ عشرة مرات بأننا قادرين إن سمحت لنا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
701,Modern Standard Arabic,ليس لديك خيال كافى لتكذب,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
702,Modern Standard Arabic,قال اذا لم اعطيه المال سوف يقتلنى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
703,Modern Standard Arabic,لكني لو كنت اعلم كم انت عاشقه لشكسبير ... كنت سأشتريها لك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
704,Modern Standard Arabic,أوه تباً زوجكَ سَيَقْتلُني,LOW,NEGLIGIBLE,HIGH,HIGH
705,Modern Standard Arabic,لا تثق أبدًا بالأشخاص الذين يدفنون موتاهم فوق الأرض.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
706,Modern Standard Arabic,لو اردت ان اسألك مزيداً من الاسئلة سأهاتفك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
707,Modern Standard Arabic,أهذا ما أبدو عليه من الخلف؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
708,Modern Standard Arabic,ولكني ظننت أنني سأشعر بإثارة أكثر حيال الأمر,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
709,Modern Standard Arabic,احب عندما اكون محقا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
710,Modern Standard Arabic,،اللعنة يا فتاة أنها مزحة,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
711,Modern Standard Arabic,. لقد حصلت على عنوانك من مكتبك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
712,Modern Standard Arabic,لوح بذراعيه في بطريقة عدوانية وعنيفة,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
713,Modern Standard Arabic,وكنت آمل أن أقضي بعضهم معك.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
714,Modern Standard Arabic,عرفتكما الاثنتان طويلا و احببتكما طويلا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
715,Modern Standard Arabic,في فبراير/شباطِ 1915، الجيش التركي بَدأَ قمع الشعبِ الأرمنيِ,NEGLIGIBLE,MEDIUM,MEDIUM,MEDIUM
716,Modern Standard Arabic,أتفهم شعورك الحالي، ولكن في النهاية ستحتاجيني,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
717,Modern Standard Arabic,-ستتأخر قليلاً,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
718,Modern Standard Arabic,-عزيزي، لا يوجد شخص يعتقد أنك سمين,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
719,Modern Standard Arabic,سيكون علي تدمير علاقتك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
720,Modern Standard Arabic,ضعني في اللعبة، لأنني سأخرج الجميع منها.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
721,Modern Standard Arabic,لا تريد تتنفس هذه الاشياء!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
722,Modern Standard Arabic,هل يمكننا الخروج من هنا؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
723,Modern Standard Arabic,سمعت قصص عن مقاتلين سابقيين بالحروب اللذين يقاتلون بحالات غير إنسانية لدرجة إشفاقهم على الجنود البرتغاليين لتحمل ماعانوه,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
724,Modern Standard Arabic,أجل، و أريد الليلة أن تكون مثالية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
725,Modern Standard Arabic,كيف يمكن أن نكون متأكّدين أنّك لن تقتله؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
726,Modern Standard Arabic,هنالك امرأة مع سلاح,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
727,Modern Standard Arabic,. أنت تحتاج إلى المساعدة . أنت رجل مريض,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
728,Modern Standard Arabic,أو قد يعني أنها ستقوم بقتل نفسها في هذا الوقت,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
729,Modern Standard Arabic,يجب علينا حقاً أن نخرج هناك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
730,Modern Standard Arabic,هل كان هناك بشر بتلك الغرفه طوال الليل ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
731,Modern Standard Arabic,", لقد مررنا بالكثير معاً أنا و أنت",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
732,Modern Standard Arabic,لن يبقى أي عضو من عائلتكعلىقيدالحياة.,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
733,Modern Standard Arabic,من دعاك تلمس زوجتى؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
734,Modern Standard Arabic,ـ لا زال بوسعك دفع ثمنها إن أردتِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
735,Modern Standard Arabic,اخرجني من هنا، اخرجني الآن يجب أن أخرج من هنا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
736,Modern Standard Arabic,ثم يوما ما اخذتك امك,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
737,Modern Standard Arabic,نعم، لكن لو بإمكانه كسر عظامك بدون لمسك فرئيس الوزراء بخطر حقيقي,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
738,Modern Standard Arabic,-يمكنني الإعتناء بنفسي,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
739,Modern Standard Arabic,أعطني مالي أيها القرد,MEDIUM,LOW,MEDIUM,LOW
740,Modern Standard Arabic,ماذا تفعل ... عليك اللعنة؟,MEDIUM,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
741,Modern Standard Arabic,كنت أحاول أن أدفعها بعيداً عنى و هى حاولت...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
742,Modern Standard Arabic,عليك المغادرة- أنا أعلم مالذي سار بشكل خاطىء-,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
743,Modern Standard Arabic,إستيقظ و أشرق يا ذا الرأس الناعسة، لسوف تصير متأخرا على الصاروخ التالى المتجه إلى القمر!,,NEGLIGIBLE,MEDIUM,LOW
744,Modern Standard Arabic,إستيقظ و أشرق يا ذا الرأس الناعسة، لسوف تصير متأخرا على الصاروخ التالى المتجه إلى القمر!,,NEGLIGIBLE,MEDIUM,LOW
745,Modern Standard Arabic,"لأننى فى البداية ,أحببت قضاء الوقت معك",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
746,Modern Standard Arabic,حسنُ، تلك المرأة مجنونة!,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
747,Modern Standard Arabic,هل تريدني أن انتظارك؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
748,Modern Standard Arabic,لأنني أعرف بأنه من الصعب رؤية والداك كأشخاص,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
749,Modern Standard Arabic,-تبدين غريبة.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
750,Modern Standard Arabic,سأقتلنا كلنا لو إضطررت لهذا,NEGLIGIBLE,LOW,MEDIUM,HIGH
751,Modern Standard Arabic,.أنــا فقط أريد الخروج من هنـــا,LOW,NEGLIGIBLE,MEDIUM,HIGH
752,Modern Standard Arabic,ولهذا سوف ادعك تذهبين,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
753,Modern Standard Arabic,"إذا لم يكونوا مجاناً , سوف آخذهم",NEGLIGIBLE,MEDIUM,NEGLIGIBLE,MEDIUM
754,Modern Standard Arabic,عليكِ الخروج من هنا حالا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
755,Modern Standard Arabic,قالوا أن فتاةً ستأتي وبعدها عندما رأيتك شعرت مثل الزهرة المتفتحة مثل قصيدة الشاعر مثل الغزال المحلق مثل ليلة مكتملة البدر,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
756,Modern Standard Arabic,انت تعرض حياة انسان للخطر,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
757,Modern Standard Arabic,دعنا ندخل، وستكون لك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
758,Modern Standard Arabic,نحن للتو بدءنا على أية حال، تلك أمّي لك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
759,Modern Standard Arabic,"حسناً يا غبية, لِمَ لا تذهبين للمدرسة لأن هكذا تسير الحياة الحقيقية.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
760,Modern Standard Arabic,أنتِ تلعبين لعبة صغيرة معي. أريد أن أعرف السبب.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
761,Modern Standard Arabic,هذا إسم غبي لعاهرة,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
762,Modern Standard Arabic,أنت لا تهتم بأمرها أنت لا تهتم بأمر أي شيء,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
763,Modern Standard Arabic,وبعض الناس ليسوا أقوياء بما يكفي لتقديم ما بأنفسهم.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
764,Modern Standard Arabic,أنت رائع جدا في هذا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
765,Modern Standard Arabic,كنتِ مُتزوّجة من عملكِ، كما كنتِ تماماً حينما قابلتكِ.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
766,Modern Standard Arabic,تلك التي تبدين فيها وكأنك على وشك البكاء,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
767,Modern Standard Arabic,سأفعل ذلك من أجل أيّ من رجالي الذين أعتقد أنّهم أبرياء.,NEGLIGIBLE,MEDIUM,MEDIUM,LOW
768,Modern Standard Arabic,-أين هذا الطائر الفظيع ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
769,Modern Standard Arabic,سأقول أن رأسه قطع,MEDIUM,NEGLIGIBLE,LOW,MEDIUM
770,Modern Standard Arabic,وأي نوع من الرجال الذي يرسل زوجته العجوز لتقوم له بالأعمال القذرة,HIGH,LOW,MEDIUM,LOW
771,Modern Standard Arabic,قضيت ثلاث سنوات أتعلم كل ما بوسعي,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
772,Modern Standard Arabic,كيف يمكنك تجنب كل ما الجنس في السجن؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
773,Modern Standard Arabic,إريدك أن تتعرف على الرجال الذين سرقوا القضبان النووية مِنك,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
774,Modern Standard Arabic,مسك يد زوجتك قد يكون مرضياً لك والأهم من ذلك و يسمح لها بالشعور بأنها مرغوبة و محبوبة منك,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
775,Modern Standard Arabic,أنت سَتَنتهي بيع أحذيةِ النِساءِ.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
776,Modern Standard Arabic,اذا تراجعت عن أى شىء سأقتلك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
777,Modern Standard Arabic,تمت رؤيتك وأنت تغادر حانة الفندق معها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
778,Modern Standard Arabic,تلك الهجمات لن تزيد إلّا سوءًا، علينا أن نتزوج بأسرع وقت.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
779,Modern Standard Arabic,لقد قتل هنا في لاس فيغاس,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
780,Modern Standard Arabic,أتريدين اللعب معي؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
781,Modern Standard Arabic,سوف تتسبب في قتلنا كلنا.,NEGLIGIBLE,LOW,HIGH,HIGH
782,Modern Standard Arabic,أنت تعرف شيئاً أجل، ستتحدث إليّ وإلا سيقتلونك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
783,Modern Standard Arabic,وماذا عن أنكِ تودين قتلي ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
784,Modern Standard Arabic,- ساُفجّرُ رأسك اللعين!,,LOW,HIGH,MEDIUM
785,Modern Standard Arabic,لا يمكنك مع الذين لا يستطيعون اتخاذ اللعنة.,LOW,MEDIUM,MEDIUM,NEGLIGIBLE
786,Modern Standard Arabic,"لذا, أردت أن أعطيك هذا",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
787,Modern Standard Arabic,لن يسامحك عن ذلك أبداً.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
788,Modern Standard Arabic,نعم، من الصعب إنقاذ الناس و أنت لا تشعر شعوراً جيداً تجاه نفسك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
789,Modern Standard Arabic,أفترض أنك وقعت بالحب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
790,Modern Standard Arabic,وإن خذلت هؤلاء الناس، أريدك أن تعرف، أنني سأجدك شخصيا وسأضربك بأسنانك.,LOW,NEGLIGIBLE,HIGH,HIGH
791,Modern Standard Arabic,يبدو بأنكَ غبي جداً لتفهم الكلمات البسيطة,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
792,Modern Standard Arabic,خُذي بيدي، أنا أعرف ما أفعله، حسناً؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
793,Modern Standard Arabic,وهل الأطفال الذين لا يعرفون من أبوهم أذكى بكثير أيضاً... ؟,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
794,Modern Standard Arabic,عندي شعور سيء حيال هذا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
795,Modern Standard Arabic,كيف أكون ميّتة وأنا أكلّمك؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
796,Modern Standard Arabic,-تحرك وسأفجر رأسك اللعين,LOW,LOW,HIGH,MEDIUM
797,Modern Standard Arabic,عليكن محاربة النار بالنار,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
798,Modern Standard Arabic,سأنتظركِ حتى تنتهين,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
799,Modern Standard Arabic,هيّا بنا لنحضر تلك المرأة,MEDIUM,LOW,NEGLIGIBLE,LOW
800,Modern Standard Arabic,-بالتأكيد ، من الّذي تريدني أنّ أقتله؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
801,Modern Standard Arabic,ـ لقد كادا أن يقتلا بعضهما,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
802,Modern Standard Arabic,تلكَ دوماً هي الخطة كما هي القنبلة على الجسر,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
803,Modern Standard Arabic,"حسناً, أنا لن أخبرك هذا",LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
804,Modern Standard Arabic,تلك الفتاة هناك لم تعد تثق بي,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
805,Modern Standard Arabic,إبدأ بإمتلاك المشروب الكحولي يُسلّم مباشرة إلى بيتك لست مضطر لارتداء البنطال,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
806,Modern Standard Arabic,لا تتحرك ، لا تتحرك (نيك) لاتتحرك(نيك)لاتتحرك!,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
807,Modern Standard Arabic,أتعلمي، رُبّما تكوني عبقريّة شرّيرة.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
808,Modern Standard Arabic,لم لا تضعي يدكِ فوق يدي؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
809,Modern Standard Arabic,ليس لدي وقت لألعابك المجنونة!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
810,Modern Standard Arabic,أنتم جماعة الكذب ، أليس كذلك ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
811,Modern Standard Arabic,سَأَذْهبُ إحصلْ على بعض السجائرِ.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
812,Modern Standard Arabic,هل أخبرتموه بأن الإحصائيات تقول أنه رجل سمين أحمق؟,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
813,Modern Standard Arabic,الجو بارد يا عزيزتى ألا تريدين العودة للداخل؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
814,Modern Standard Arabic,هيا، ويبقيه هناك!,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
815,Modern Standard Arabic,يمكنك أن تحتار المخلوق الذي قتل والدتنا عند قدومه إلى هذا العالم...,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
816,Modern Standard Arabic,أنا مسرور أنا يمكن أن أجلب إبتسامة صغيرة إلى حياتك، السّيد بروكمان.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
817,Modern Standard Arabic,الجنود على الحدود فتحواالنيران!,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
818,Modern Standard Arabic,كان يجدر بنا مغادرة تلك الحفلة الغبية منذ ساعة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
819,Modern Standard Arabic,سأخرجك من هنا,LOW,NEGLIGIBLE,MEDIUM,HIGH
820,Modern Standard Arabic,أظن هذا يعني أنها تتحدث عبر مهبلها ؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
821,Modern Standard Arabic,إنه عملي لإبقاء الناس مثلك بعيدا.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
822,Modern Standard Arabic,أنت رجل منتظم تَلّقى رصاصتين.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
823,Modern Standard Arabic,-أطلقت النار على نفسي عمداً,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
824,Modern Standard Arabic,)ديفيد) ، إذا لم تعد إلى هناك الآن حالاً سأجلب مسدساً و سأطلق النار عليك بنفسي,NEGLIGIBLE,LOW,MEDIUM,LOW
825,Modern Standard Arabic,)ديفيد) ، إذا لم تعد إلى هناك الآن حالاً سأجلب مسدساً و سأطلق النار عليك بنفسي,NEGLIGIBLE,LOW,MEDIUM,LOW
826,Modern Standard Arabic,على الأقل أنكَ الآن تعترفُ بأنكَ مارست الجنسَ معها بتلك الليلة.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
827,Modern Standard Arabic,يعرف أني أريد الإنتظار وهو يريد الإنتظار أيضا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
828,Modern Standard Arabic,مستعمرات أمةِ النارَ في مملكةِ الأرضَ.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
829,Modern Standard Arabic,"مهلاً, مهلاً, مهلاً, هذا هو جزئي المفضل, إنه جزئي المفضل, أنظر إلى وجهها, إنظر إلى وجهها,",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
830,Modern Standard Arabic,إطلاق ، إطلاق رصاص ، رصاص,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
831,Modern Standard Arabic,"تعلمي, انه يحبك كثيرا.",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
832,Modern Standard Arabic,"انت , انا ادفع الايجار فى الوقت المحدد",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
833,Modern Standard Arabic,أخبرني مجدداً كيف أنك مستعد لأي شيء,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
834,Modern Standard Arabic,سيأتى الوقت عندما تضطر للتصرف هكذا,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
835,Modern Standard Arabic,أنت إبني قف عليك اللعنة!,LOW,NEGLIGIBLE,MEDIUM,LOW
836,Modern Standard Arabic,بانه كنا فقط نريد ان نجد هؤلاء الرجال لنعاقبهم,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
837,Modern Standard Arabic,أنا.. أعتقد أنني في حاجة لدقيقة أخرى.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
838,Modern Standard Arabic,-ماذا تفعل بحق الجحيم؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
839,Modern Standard Arabic,هو ضعيف، بروس، ولكن أنت لست كذلك.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
840,Modern Standard Arabic,...أنتم بالبيت الآن،يا أغبياء !,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
841,Modern Standard Arabic,لكن ربما بإمكانك أن تحولى غضبك إلى إبداع,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
842,Modern Standard Arabic,أكره تلك الأغنية، أكره تلك الأغنية,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
843,Modern Standard Arabic,إذا كان ذلك سيشعرك بتحسن فأنا لم أفكر في قتلك منذ شهور,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
